destination_port,flow_duration,total_fwd_packets,total_backward_packets,total_length_of_fwd_packets,total_length_of_bwd_packets,fwd_packet_length_max,fwd_packet_length_min,fwd_packet_length_mean,fwd_packet_length_std,bwd_packet_length_max,bwd_packet_length_min,bwd_packet_length_mean,bwd_packet_length_std,flow_bytess,flow_packetss,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_total,fwd_iat_mean,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_total,bwd_iat_mean,bwd_iat_std,bwd_iat_max,bwd_iat_min,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fwd_header_length,bwd_header_length,fwd_packetss,bwd_packetss,min_packet_length,max_packet_length,packet_length_mean,packet_length_std,packet_length_variance,fin_flag_count,syn_flag_count,rst_flag_count,psh_flag_count,ack_flag_count,urg_flag_count,cwe_flag_count,ece_flag_count,downup_ratio,average_packet_size,avg_fwd_segment_size,avg_bwd_segment_size,fwd_header_length1,fwd_avg_bytesbulk,fwd_avg_packetsbulk,fwd_avg_bulk_rate,bwd_avg_bytesbulk,bwd_avg_packetsbulk,bwd_avg_bulk_rate,subflow_fwd_packets,subflow_fwd_bytes,subflow_bwd_packets,subflow_bwd_bytes,init_win_bytes_forward,init_win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,active_mean,active_std,active_max,active_min,idle_mean,idle_std,idle_max,idle_min,label,attack_type,y
137,4063194,273,0,18330,0,68,50,67.1428571429,3.8402993581,0,0,0.0,0.0,4511.2293432211,67.1885221331,14938.2132352941,171379.719519325,2002256,1,4063194,14938.2132352941,171379.719519325,2002256,1,0,0.0,0.0,0,0,0,0,0,0,5460,0,67.1885221331,0.0,50,68,67.1459854015,3.833609124,14.6965589155,0,0,0,0,0,0,0,0,0,67.3919413919,67.1428571429,0.0,5460,0,0,0,0,0,0,273,18330,0,0,-1,-1,272,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,benign,0
80,263739,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,44085.25095,26.5413913,43956.5,88828.24199,222369,109,41082,20541.0,27729.89953,40149,933,263545,87848.33333,118272.5015,222369,179,0,0,0,0,72,92,11.37488199,15.16650931,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,ddos,1
53,40218,2,2,76,108,38,38,38.0,0.0,54,54,54.0,0.0,4575.0658908946,99.4579541499,13406.0,23174.8502476284,40166,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,40,40,49.7289770749,49.7289770749,38,54,44.4,8.7635609201,76.8,0,0,0,0,0,0,0,0,1,55.5,38.0,54.0,40,0,0,0,0,0,0,2,76,2,108,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,benign,0
443,10858334,7,7,602,3278,342,0,86.0,142.0281662206,1460,0,468.2857142857,684.0196669409,357.329218276,1.2893322309,835256.461538462,2970245.66586923,10720685,1,10858334,1809722.33333333,4365553.8763289,10720685,346,61400,10233.3333333333,14881.2636649804,30175,1,0,0,0,0,152,152,0.6446661154,0.6446661154,0,1460,258.6666666667,500.8218483748,250822.523809524,0,0,0,1,0,0,0,0,1,277.1428571429,86.0,468.2857142857,152,0,0,0,0,0,0,7,602,7,3278,8192,4360,6,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,benign,0
80,4721483,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,5.083148663,0.847191444,1573827.667,2725425.536,4720878,301,4721483,1573827.667,2725425.536,4720878,301,0,0.0,0.0,0,0,0,0,0,0,80,0,0.847191444,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,ddos,1
62555,982,2,1,12,6,6,6,6.0,0.0,6,6,6.0,0.0,18329.9389002037,3054.9898167006,491.0,514.7737367038,855,127,982,982.0,0.0,982,982,0,0.0,0.0,0,0,0,0,0,0,40,20,2036.6598778004,1018.3299389002,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,8.0,6.0,6.0,40,0,0,0,0,0,0,2,12,1,6,114,254,1,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,benign,0
80,7206827,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,3.330175679,0.55502928,2402275.667,4159994.915,7205824,4,7206827,2402275.667,4159994.915,7205824,4,0,0.0,0.0,0,0,0,0,0,0,80,0,0.55502928,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1003.0,0.0,1003,1003,7205824.0,0.0,7205824,7205824,ddos,ddos,1
53,518,1,1,51,112,51,51,51.0,0.0,112,112,112.0,0.0,314671.814671815,3861.0038610039,518.0,0.0,518,518,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,1930.5019305019,1930.5019305019,51,112,71.3333333333,35.2183664206,1240.3333333333,0,0,0,0,0,0,0,0,1,107.0,51.0,112.0,20,0,0,0,0,0,0,1,51,1,112,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,benign,0
9003,84,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,95238.09524,23809.52381,84.0,0.0,84,84,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,11904.7619,11904.7619,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,portscan,portscan,1
80,63875,3,4,26,11601,20,0,8.666666667,10.26320288,5840,0,2900.25,3345.636997,182027.3973,109.5890411,10645.83333,23816.7866,59148,49,4486,2243.0,2835.498193,4248,238,63824,21274.66667,32869.39837,59148,192,0,0,0,0,72,92,46.9667319,62.6223092,0,5840,1453.375,2681.356423,7189672.268,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,ddos,1
80,21465,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,541952.0149,372.6997438,3066.428571,7687.122497,20492,4,760,380.0,390.3229432,656,104,21450,5362.5,10092.11724,20492,4,0,0,0,0,72,112,139.7624039,232.9373399,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,ddos,1
80,2040966,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,14.69892198,2.44982033,510241.5,1014490.581,2031968,3,2040966,510241.5,1014490.581,2031968,3,0,0.0,0.0,0,0,0,0,0,0,100,0,2.44982033,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,ddos,1
123,69071935,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,2.7797107465,0.0579106406,23023978.3333333,39754260.2095084,68928244,71754,68999998,68999998.0,0.0,68999998,68999998,69000181,69000181.0,0.0,69000181,69000181,0,0,0,0,40,40,0.0289553203,0.0289553203,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,60.0,48.0,48.0,40,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,71754.0,0.0,71754,71754,68928244.0,0.0,68928244,68928244,benign,benign,0
2604,63,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,126984.127,31746.03175,63.0,0.0,63,63,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,15873.01587,15873.01587,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,portscan,portscan,1
548,59,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,135593.2203,33898.30508,59.0,0.0,59,59,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,16949.15254,16949.15254,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,portscan,portscan,1
49833,3,2,0,37,0,31,6,18.5,17.6776695297,0,0,0.0,0.0,12333333.3333333,666666.666666667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,40,0,666666.666666667,0.0,6,31,22.6666666667,14.4337567297,208.3333333333,0,1,0,0,1,0,0,0,0,34.0,18.5,0.0,40,0,0,0,0,0,0,2,37,0,0,62,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,benign,0
80,5878316,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.6804669909,1959438.66666667,3372732.05394089,5853909,74,5878316,2939158.0,4122080.39514054,5853909,24407,0,0.0,0.0,0,0,0,0,0,0,104,40,0.5103502432,0.1701167477,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,65535,0,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,benign,0
683,54,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,148148.1481,37037.03704,54.0,0.0,54,54,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,18518.51852,18518.51852,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,portscan,portscan,1
138,31,13,0,3081,0,237,237,237.0,0.0,0,0,0.0,0.0,99387096.7741935,419354.838709677,2.5833333333,2.6784776318,11,1,31,2.5833333333,2.6784776318,11,1,0,0.0,0.0,0,0,0,0,0,0,260,0,419354.838709677,0.0,237,237,237.0,0.0,0.0,0,0,0,0,0,0,0,0,0,255.2307692308,237.0,0.0,260,0,0,0,0,0,0,13,3081,0,0,-1,-1,12,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,benign,0
443,66587840,20,25,2007,13666,373,0,100.35,152.2606058876,2981,0,546.64,828.9642071083,235.3733053963,0.6757990648,1513360.0,3456782.56839096,10009250,3,62767322,3303543.26315789,4812441.68125777,10234409,100,66361810,2765075.41666667,4463274.69734627,10237171,3,0,0,0,0,412,584,0.3003551399,0.3754439249,0,2981,340.7173913043,654.2945875111,428101.407246377,0,0,0,1,0,0,0,0,1,348.2888888889,100.35,546.64,412,0,0,0,0,0,0,20,2007,25,13666,8192,165,19,20,452789.166666667,555960.178253953,1587636,225133,10008431.1666667,1122.0039958339,10009250,10006438,benign,benign,0
443,365469,97,170,1205,342075,485,0,12.4226804124,69.8551827968,4344,0,2012.205882353,963.9891348123,939286.232211214,730.5681193207,1373.9436090226,7215.313837538,76240,1,365469,3806.96875,12295.0322312483,76240,2,340378,2014.0710059172,11417.7882305752,133857,1,0,0,0,0,3116,5448,265.412387918,465.1557314027,0,4344,1280.8955223881,1233.3542174686,1521162.62574767,0,0,0,1,0,0,0,0,1,1285.6928838951,12.4226804124,2012.205882353,3116,0,0,0,0,0,0,97,1205,170,342075,65535,1006,6,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,benign,0
6002,52,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,153846.1538,38461.53846,52.0,0.0,52,52,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,19230.76923,19230.76923,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,portscan,portscan,1
1095,83,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,96385.54217,24096.38554,83.0,0.0,83,83,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,12048.19277,12048.19277,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,portscan,portscan,1
53,61117,1,1,56,121,56,56,56.0,0.0,121,121,121.0,0.0,2896.0845591243,32.7241193121,61117.0,0.0,61117,61117,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,16.3620596561,16.3620596561,56,121,77.6666666667,37.5277674973,1408.3333333333,0,0,0,0,0,0,0,0,1,116.5,56.0,121.0,32,0,0,0,0,0,0,1,56,1,121,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,benign,0
443,9309845,50,76,7794,75274,565,0,155.88,210.3732969786,3261,0,990.4473684211,873.8280287675,8922.5975298192,13.5340599118,74478.76,450786.177049382,4800818,1,9309845,189996.836734694,709931.606840151,4800818,2,4165174,55535.6533333333,201199.353770757,1694878,1,0,0,0,0,1012,1528,5.3706586952,8.1634012167,0,3261,654.0787401575,801.1578784058,641853.946131734,0,0,0,1,0,0,0,0,1,659.2698412698,155.88,990.4473684211,1012,0,0,0,0,0,0,50,7794,76,75274,8192,11941,49,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,benign,0
5087,47,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,170212.766,42553.19149,47.0,0.0,47,47,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,21276.59574,21276.59574,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,portscan,portscan,1
53,61661,1,1,49,181,49,49,49.0,0.0,181,181,181.0,0.0,3730.072493148,32.4354129839,61661.0,0.0,61661,61661,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,16.2177064919,16.2177064919,49,181,93.0,76.210235533,5808.0,0,0,0,0,0,0,0,0,1,139.5,49.0,181.0,20,0,0,0,0,0,0,1,49,1,181,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,benign,0
5353,48965659,26,0,2119,0,118,45,81.5,37.2228424492,0,0,0.0,0.0,43.2752268278,0.5309843783,1958626.36,9793123.8833334,48965621,1,48965659,1958626.36,9793123.8833334,48965621,1,0,0.0,0.0,0,0,0,0,0,0,676,0,0.5309843783,0.0,45,118,80.1481481481,37.1697806369,1381.5925925926,0,0,0,0,0,0,0,0,0,83.2307692308,81.5,0.0,676,0,0,0,0,0,0,26,2119,0,0,-1,-1,25,20,17.0,0.0,17,17,48965621.0,0.0,48965621,48965621,benign,benign,0
443,90062872,3,3,18,0,6,6,6.0,0.0,0,0,0.0,0.0,0.199860382,0.0666201273,18012574.4,24633068.1598079,44999487,23108,90039733,45019866.5,3886.9659761825,45022615,45017118,90039764,45019882.0,3880.6020151518,45022626,45017138,0,0,0,0,60,96,0.0333100637,0.0333100637,0,6,3.4285714286,3.2071349029,10.2857142857,0,0,0,0,1,0,0,0,1,4.0,6.0,0.0,60,0,0,0,0,0,0,3,18,3,0,256,1013,2,20,23118.0,14.1421356237,23128,23108,44996748.5,3872.8238405587,44999487,44994010,benign,benign,0
6112,33,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,242424.2424,60606.06061,33.0,0.0,33,33,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,30303.0303,30303.0303,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,portscan,portscan,1
443,5728,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,2094.9720670391,349.1620111732,5728.0,0.0,5728,5728,5728,5728.0,0.0,5728,5728,0,0.0,0.0,0,0,0,0,0,0,40,0,349.1620111732,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,63627,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,benign,0
7920,47,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,170212.766,42553.19149,47.0,0.0,47,47,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,21276.59574,21276.59574,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,portscan,portscan,1
53,70420,1,1,40,266,40,40,40.0,0.0,266,266,266.0,0.0,4345.3564328316,28.4010224368,70420.0,0.0,70420,70420,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,14.2005112184,14.2005112184,40,266,115.3333333333,130.4811608369,17025.3333333333,0,0,0,0,0,0,0,0,1,173.0,40.0,266.0,32,0,0,0,0,0,0,1,40,1,266,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,benign,0
80,5090828,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,4.714360807,0.785726801,1696942.667,2938383.817,5089896,6,5090828,1696942.667,2938383.817,5089896,6,0,0.0,0.0,0,0,0,0,0,0,80,0,0.785726801,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,932.0,0.0,932,932,5089896.0,0.0,5089896,5089896,ddos,ddos,1
53,30742,1,1,54,54,54,54,54.0,0.0,54,54,54.0,0.0,3513.1091015549,65.0575759547,30742.0,0.0,30742,30742,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,32.5287879774,32.5287879774,54,54,54.0,0.0,0.0,0,0,0,0,0,0,0,0,1,81.0,54.0,54.0,32,0,0,0,0,0,0,1,54,1,54,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,benign,0
10778,45,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,177777.7778,44444.44444,45.0,0.0,45,45,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,22222.22222,22222.22222,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,portscan,portscan,1
20005,30,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,266666.6667,66666.66667,30.0,0.0,30,30,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,33333.33333,33333.33333,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,portscan,portscan,1
80,5955433,3,1,12,0,6,0,4.0,3.4641016151,0,0,0.0,0.0,2.0149668378,0.6716556126,1985144.33333333,3425355.6878697,5940395,55,5955433,2977716.5,4189860.11565118,5940395,15038,0,0.0,0.0,0,0,0,0,0,0,80,32,0.5037417095,0.1679139032,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,0,3.0,4.0,0.0,80,0,0,0,0,0,0,3,12,1,0,29200,29200,2,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,benign,0
51491,4,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,3000000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,40,0,500000.0,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,4957,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,benign,0
443,1708771,10,7,559,4161,202,0,55.9,73.0257945295,2313,0,594.4285714286,915.1487779123,2762.2191621932,9.9486707113,106798.1875,377697.517712295,1521848,2,1708771,189863.444444444,499883.586072075,1521848,3,143822,23970.3333333333,32782.6474322417,77372,2,0,0,0,0,212,152,5.8521592419,4.0965114694,0,2313,262.2222222222,610.6869377576,372938.535947712,0,0,0,1,0,0,0,0,0,277.6470588235,55.9,594.4285714286,212,0,0,0,0,0,0,10,559,7,4161,8192,343,9,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,benign,0
49159,49,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,163265.3061,40816.32653,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,20408.16327,20408.16327,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,portscan,portscan,1
80,112431,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,213.4642581,35.57737635,37477.0,64326.77451,111755,204,112431,37477.0,64326.77451,111755,204,0,0.0,0.0,0,0,0,0,0,0,80,0,35.57737635,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,ddos,1
8080,56,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,142857.1429,35714.28571,56.0,0.0,56,56,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,17857.14286,17857.14286,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,portscan,portscan,1
51425,3,2,0,37,0,31,6,18.5,17.6776695297,0,0,0.0,0.0,12333333.3333333,666666.666666667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,40,0,666666.666666667,0.0,6,31,22.6666666667,14.4337567297,208.3333333333,0,1,0,0,1,0,0,0,0,34.0,18.5,0.0,40,0,0,0,0,0,0,2,37,0,0,946,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,benign,0
80,6052910,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,4.95629375,0.826048958,1513227.5,3023789.923,6048912,1,6052910,1513227.5,3023789.923,6048912,1,0,0.0,0.0,0,0,0,0,0,0,100,0,0.826048958,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,3998.0,0.0,3998,3998,6048912.0,0.0,6048912,6048912,ddos,ddos,1
443,26008,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,461.3964933867,76.8994155644,26008.0,0.0,26008,26008,26008,26008.0,0.0,26008,26008,0,0.0,0.0,0,0,0,0,0,0,40,0,76.8994155644,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,255,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,benign,0
123,69029076,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,2.7814366224,0.0579465963,23009692.0,39803511.3628367,68970828,29064,69000012,69000012.0,0.0,69000012,69000012,68999892,68999892.0,0.0,68999892,68999892,0,0,0,0,40,40,0.0289732982,0.0289732982,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,60.0,48.0,48.0,40,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,29184.0,0.0,29184,29184,68970828.0,0.0,68970828,68970828,benign,benign,0
683,75,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,106666.6667,26666.66667,75.0,0.0,75,75,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,13333.33333,13333.33333,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,portscan,portscan,1
53,37401,1,1,46,96,46,46,46.0,0.0,96,96,96.0,0.0,3796.6899280768,53.4745060293,37401.0,0.0,37401,37401,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,26.7372530146,26.7372530146,46,96,62.6666666667,28.8675134595,833.3333333333,0,0,0,0,0,0,0,0,1,94.0,46.0,96.0,32,0,0,0,0,0,0,1,46,1,96,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,benign,0
80,1255845,3,4,26,11601,20,0,8.666666667,10.26320288,10135,0,2900.25,4871.82583,9258.308151,5.573936274,209307.5,506455.7819,1243061,11,12030,6015.0,8490.938228,12019,11,1255829,418609.6667,714022.6218,1243061,195,0,0,0,0,72,92,2.388829832,3.185106442,0,10135,1453.375,3544.652026,12600000.0,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,ddos,1
53,30635,1,1,56,72,56,56,56.0,0.0,72,72,72.0,0.0,4178.2275175453,65.2848049616,30635.0,0.0,30635,30635,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,32.6424024808,32.6424024808,56,72,61.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,92.0,56.0,72.0,32,0,0,0,0,0,0,1,56,1,72,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,benign,0
80,656370,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,17723.23537,13.71177842,82046.25,231504.8782,654991,3,1159,579.5,709.2281015,1081,78,656294,131258.8,292775.6714,654991,3,0,0,0,0,72,132,4.570592806,9.141185612,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,ddos,1
53,35564059,2,2,111,337,72,39,55.5,23.3345237792,249,88,168.5,113.844191771,12.5969873124,0.112473101,11854686.3333333,20407992.2325661,35419802,60310,35480112,35480112.0,0.0,35480112,35480112,35503749,35503749.0,0.0,35503749,35503749,0,0,0,0,64,64,0.0562365505,0.0562365505,39,249,104.0,82.9969878972,6888.5,0,0,0,0,0,0,0,0,1,130.0,55.5,168.5,64,0,0,0,0,0,0,2,111,2,337,-1,-1,1,32,60310.0,0.0,60310,60310,35419802.0,0.0,35419802,35419802,benign,benign,0
